date,close,open,high,low,volume
2025-01-17,61.13,58.86,62.62,58.4,3712141
2025-01-21,62.61,61.52,64.05,58.6,3332761
2025-01-22,60.38,60.79,61.435,59.18,1939349
2025-01-23,59.13,58.02,63.38,57.93,4719160
2025-01-24,60.94,61.59,63.75,60.78,2771676
2025-01-27,56.94,56.02,57.92,53.73,3413046
2025-01-28,56.63,58.05,59.53,56.5415,1826923
2025-01-29,60.06,57.6,60.7199,56.75,2120501
2025-01-30,60.76,60.88,62.73,60.6,1761767
2025-01-31,56.71,60.48,62.13,56.59,2229887
2025-02-03,55.26,48.05,56.2499,47.7101,5159901
2025-02-04,52.26,53.04,54.8,51.5621,3313239
2025-02-05,50.8,52.37,52.91,49.9,2582746
2025-02-06,50.4,51.79,52.57,49.084,2328444
2025-02-07,49.08,53.26,53.8405,48.9,3439347
2025-02-10,50.68,51.06,51.47,50.14,1646637
2025-02-11,48.49,50.23,50.7,48.0,1992237
2025-02-12,50.29,47.85,50.95,47.63,1860465
2025-02-13,49.48,49.17,49.7,48.31,1969315
2025-02-14,50.41,49.77,52.23,49.3504,2181207
2025-02-18,46.99,49.45,49.62,46.1,3658862
2025-02-19,49.01,49.14,49.58,48.22,1805413
2025-02-20,51.44,50.62,51.73,49.6,2235035
2025-02-21,47.38,52.01,52.3,47.2,2767041
2025-02-24,46.61,48.08,48.45,46.23,2769582
2025-02-25,40.75,41.72,41.73,38.32,6263534
2025-02-26,37.26,38.58,41.01,35.27,4884464
2025-02-27,36.33,38.86,38.98,35.625,3517286
2025-02-28,37.12,35.04,37.95,34.31,4100777
2025-03-03,37.83,43.99,44.09,36.98,4986071
2025-03-04,38.56,34.95,40.37,33.77,4551763
2025-03-05,41.77,41.15,41.86,39.1428,2984173
2025-03-06,40.39,41.26,42.71,39.2,3593740
2025-03-07,38.44,40.37,42.3,37.939,4216497
2025-03-10,31.33,34.6,34.83,29.851,5427716
2025-03-11,34.58,33.27,34.98,31.28,3500979
2025-03-12,34.42,34.74,35.13,32.425,2304203
2025-03-13,32.04,34.35,34.57,31.831,1837501
2025-03-14,35.66,34.61,36.29,34.1049,2698546
2025-03-17,35.52,34.16,35.745,33.77,1987161
2025-03-18,33.66,33.7,33.82,32.6,2020843
2025-03-19,36.22,35.02,36.68,34.702,2771322
2025-03-20,35.08,35.87,37.1185,34.58,2357234
2025-03-21,34.83,34.6,35.23,34.17,2177139
2025-03-24,38.45,37.6,38.9,37.5463,2639897
2025-03-25,38.32,37.98,38.465,37.38,1767682
2025-03-26,36.88,37.8,38.14,36.2212,1708354
2025-03-27,37.25,36.72,37.756,36.24,1321486
2025-03-28,34.37,35.81,35.97,34.15,2503902
2025-03-31,33.28,33.38,34.51,32.58,2900645
2025-04-01,35.38,34.24,35.85,33.28,2189761
2025-04-02,37.03,35.05,37.438,34.99,3974796
2025-04-03,32.69,32.75,33.37,32.03,2962211
2025-04-04,34.32,33.3,34.86,32.51,2893436
2025-04-07,29.41,28.46,32.04,27.53,4777004
2025-04-08,28.42,31.02,31.14,28.01,3338847
2025-04-09,32.49,28.34,33.0,28.34,4956547
2025-04-10,30.27,31.95,32.07,29.32,3126002
2025-04-11,33.54,32.15,33.86,31.56,2301250
2025-04-14,34.38,34.47,35.15,33.4224,1853791
2025-04-15,33.63,35.01,35.67,33.55,1939959
2025-04-16,33.91,33.37,34.85,33.065,1576778
2025-04-17,34.29,34.09,34.81,33.36,1190758
2025-04-21,36.34,36.21,37.34,35.49,2079026
2025-04-22,39.77,38.25,40.01,38.05,2430915
2025-04-23,41.48,41.95,42.43,40.03,2157453
2025-04-24,41.54,40.83,41.62,40.61,2103084
2025-04-25,43.08,42.03,43.565,41.88,2182497
2025-04-28,42.45,42.84,42.8997,41.24,1448687
2025-04-29,42.94,42.48,43.11,42.265,1190736
2025-04-30,41.78,42.21,42.21,40.64,1476329
2025-05-01,43.95,44.1,44.88,43.38,1802463
2025-05-02,44.26,44.34,45.22,44.03,1600972
2025-05-05,41.79,41.58,42.345,41.09,1090850
2025-05-06,42.33,41.2,42.54,40.84,1183527
2025-05-07,43.44,43.88,44.64,43.05,1633369
2025-05-08,48.0,46.39,48.41,45.99,2443268
