date,close,open,high,low,volume
2011-12-19,62.869999,65.54,65.96,62.38,8304000
2011-12-20,68.449997,65.85,68.66,65.85,11154400
2011-12-21,65.599998,67.28,67.28,63.2,14321600
2011-12-22,67.199997,65.86,67.3,65.68,8372800
2011-12-23,68.940002,67.58,68.95,67.19,4621600
2011-12-27,69.470001,68.68,70.2,68.4,5824000
2011-12-28,67.239998,69.3,69.55,66.58,8345600
2011-12-29,68.550003,67.43,68.71,66.86,5643200
2011-12-30,67.989998,68.15,69.04,67.95,4817600
2012-01-03,71.860001,71.82,72.94,71.38,8447200
2012-01-04,72.720001,71.52,73.07,70.6,4987200
2012-01-05,74.510002,72.35,74.75,71.5,5783200
2012-01-06,75.279999,74.71,75.83,73.79,8645600
2012-01-09,74.650002,75.9,76.02,73.9,6414400
2012-01-10,76.18,77.06,77.66,75.66,6554400
2012-01-11,76.709999,76.18,77.2,75.36,5718400
2012-01-12,77.620003,77.32,77.9,75.57,6430400
2012-01-13,76.730003,76.42,76.83,74.79,6464800
2012-01-17,78.790001,78.88,79.83,78.0,5376000
2012-01-18,81.919998,79.36,82.0,78.91,8909600
2012-01-19,83.559998,83.08,83.97,82.71,9449600
2012-01-20,83.190002,82.44,83.26,82.29,3340800
2012-01-23,83.18,83.17,84.98,81.8,5736000
2012-01-24,82.720001,82.12,83.43,81.67,3983200
2012-01-25,85.879997,85.33,86.5,83.43,8438400
2012-01-26,84.970001,86.98,87.45,83.77,7795200
2012-01-27,85.809998,84.48,86.18,84.34,7035200
2012-01-30,85.949997,83.62,86.3,82.64,7028000
2012-01-31,86.25,87.18,87.69,84.65,8258400
2012-02-01,88.370003,87.73,89.33,86.9,7322400
