date,close,open,high,low,volume
2011-01-20,0.8846754863,0.9002201719,0.9002201719,0.8508429354,18720000
2011-01-21,0.8694355985,0.9143932675,0.9166792507,0.866387621,12576000
2011-01-24,0.9322239362,0.8790367278,0.9342051216,0.8778175368,12990000
2011-01-25,0.9126559203,0.9201844249,0.9306999474,0.8909238403,13026000
2011-01-26,0.9380150936,0.9311571441,0.9431966554,0.9050969359,16392000
2011-01-27,0.9898307121,0.9569125544,0.9951646728,0.9569125544,19854000
2011-01-28,0.9096689023,1.0094901673,1.0094901673,0.8871138684,36168000
2011-01-31,0.920032026,0.9174412451,0.9331383295,0.8839134919,12234000
2011-02-01,0.9866303356,0.9473114251,0.9997366391,0.9457874363,22254000
2011-02-02,1.0033942122,0.9758100153,1.0168053135,0.9665136837,18420000
2011-02-03,1.0044610043,1.0038514088,1.0102521617,0.9735240321,10446000
2011-02-04,1.0638965667,1.0137573359,1.0661825499,1.008575774,16854000
2011-02-07,1.0529238475,1.0753264826,1.0896367372,1.0425607238,21102000
2011-02-08,1.0504854655,1.0532286453,1.0591722015,1.026101645,8292000
2011-02-09,1.0305212125,1.0369219653,1.0521618531,1.0172625101,12252000
2011-02-10,1.0393603474,0.9966886616,1.0417987294,0.9863255379,12342000
2011-02-11,1.0631345723,1.032349999,1.0736805747,1.0154489634,8436000
2011-02-14,1.0873659939,1.0756312803,1.1120607081,1.0712117129,15360000
2011-02-15,1.0562766228,1.0853848085,1.0866039995,1.0422559261,14406000
2011-02-16,1.0896519771,1.0788316568,1.0994055053,1.0655881943,10158000
2011-02-17,1.1376576236,1.0832512242,1.1429915844,1.0744273292,15246000
2011-02-18,1.1245513201,1.1483255451,1.148477944,1.1123594099,13470000
2011-02-22,0.9905927065,1.0664873477,1.0738024938,0.9829727626,40812000
2011-02-23,0.9374054981,1.0006510324,1.0006510324,0.8976293909,35844000
2011-02-24,0.9837195171,0.9500546049,0.9899678711,0.9282615654,41208000
2011-02-25,1.0581054094,1.0158909202,1.0600865948,1.012385746,38130000
2011-02-28,1.026101645,1.0805080444,1.0805080444,0.9922386143,38628000
2011-03-01,0.9648372961,1.039817544,1.0466754935,0.9627189517,37800000
2011-03-02,1.006000233,0.9633133073,1.0411891339,0.9630085096,51600000
2011-03-03,1.0643537634,1.0422559261,1.0736500949,1.0399851828,33474000
2011-03-04,1.0309022097,1.0565814206,1.0649633589,1.009947364,31500000
2011-03-07,0.9454978785,1.0325023979,1.0462182969,0.9154600596,50460000
2011-03-08,0.9505118016,0.9534073802,0.9793151895,0.9214036159,26598000
2011-03-09,0.8657780254,0.933747925,0.933747925,0.8605964636,66846000
2011-03-10,0.8002465079,0.822649143,0.8381938285,0.7958269405,60888000
2011-03-11,0.8215823508,0.7850066201,0.8298118903,0.7834826314,37662000
2011-03-14,0.8182295755,0.8179247778,0.8500657011,0.8023800922,37458000
2011-03-15,0.7885117943,0.7359341815,0.8049708732,0.7153603329,39852000
2011-03-16,0.7376105691,0.7911025753,0.8156387946,0.7209990914,35268000
2011-03-17,0.7645851705,0.770223929,0.7920169685,0.7562032322,37530000
2011-03-18,0.7722051144,0.8028372889,0.8028372889,0.762756384,32274000
2011-03-21,0.8121336204,0.7997893113,0.8292022947,0.7961317382,39534000
2011-03-22,0.7930837607,0.8177723789,0.8177723789,0.7888165921,24156000
2011-03-23,0.8145720025,0.7875974011,0.8191439688,0.7680903447,25218000
2011-03-24,0.8746171604,0.8432229915,0.8802559188,0.8310463212,44664000
2011-03-25,0.8673020142,0.8826943009,0.896257801,0.8657841214,31548000
2011-03-28,0.8714167839,0.8808655144,0.8933622223,0.8673065862,22812000
2011-03-29,0.8953434078,0.8680640086,0.8954958066,0.8444574224,29970000
2011-03-30,0.8982389864,0.9163744529,0.9218425246,0.8773603402,29814000
2011-03-31,0.8753791548,0.8913810369,0.902643314,0.8648636322,20958000
2011-04-01,0.8447469803,0.8947338122,0.8947338122,0.8354658886,33942000
2011-04-04,0.8229539407,0.8493189466,0.8570912894,0.8075616541,27054000
2011-04-05,0.8765983458,0.8610536602,0.8971721943,0.860139267,44274000
2011-04-06,0.9195748293,0.9029633517,0.9207940204,0.8925087886,30012000
2011-04-07,0.9061637281,0.9197272282,0.9197272282,0.8778175368,20022000
2011-04-08,0.8839134919,0.9217084136,0.9296331553,0.8706547895,20496000
2011-04-11,0.860139267,0.8903142448,0.8903142448,0.8529765197,18594000
2011-04-12,0.8074092552,0.8381938285,0.8381953525,0.7941505528,31302000
2011-04-13,0.8142672047,0.8237159351,0.8302690869,0.798876442,33960000
2011-04-14,0.8159679762,0.7970461315,0.8171627834,0.7799805052,18072000
2011-04-15,0.8320978734,0.8104572328,0.8386510252,0.7978081259,17262000
2011-04-18,0.7875974011,0.8022276934,0.8069520586,0.7678038348,29268000
2011-04-19,0.7970461315,0.782720637,0.7985853602,0.7772342774,22242000
2011-04-20,0.8991533797,0.8685212052,0.8991533797,0.862577649,52812000
2011-04-21,0.8967149977,0.9182032394,0.9182032394,0.8851326829,22464000
2011-04-25,0.8993057786,0.8941242167,0.91270164,0.8880282616,13536000
2011-04-26,0.9425870599,0.9009821662,0.9448730431,0.9002201719,30864000
2011-04-27,0.942434661,0.9326811328,0.9456350375,0.9076877169,26574000
2011-04-28,0.923689599,0.9328335317,0.9422822622,0.9047921382,25950000
2011-04-29,0.9372530992,0.9186604361,0.9413831088,0.9183556383,12540000
2011-05-02,0.9079925146,0.9463970319,0.9463970319,0.9022013573,21006000
2011-05-03,0.8744647615,0.8991533797,0.9031157505,0.8566340928,33096000
2011-05-04,0.8759887503,0.8965625988,0.8971721943,0.8441373848,20118000
2011-05-05,0.881322711,0.8610536602,0.907535318,0.8557196995,41994000
2011-05-06,0.9006773685,0.9143932675,0.9306328919,0.8897046493,40860000
2011-05-09,0.8929050257,0.9006773685,0.9009821662,0.8749219581,18708000
2011-05-10,0.9044873404,0.9055541326,0.9128692787,0.8892474526,19446000
2011-05-11,0.883761093,0.9081449135,0.9186604361,0.8665400198,18096000
2011-05-12,0.920032026,0.8711119862,0.9284139643,0.8682164075,25260000
2011-05-13,0.8843706885,0.9151552619,0.9221656103,0.8816275087,16488000
2011-05-16,0.8468805646,0.8819323065,0.903725346,0.8436801881,23142000
2011-05-17,0.8162483901,0.837584233,0.8383462274,0.792626564,35832000
2011-05-18,0.8622728512,0.8255447217,0.8701975929,0.8247827273,17988000
2011-05-19,0.8407846095,0.8517573287,0.8521992854,0.8177723789,20982000
2011-05-20,0.8330122667,0.8425966321,0.8482521545,0.8200583621,10974000
2011-05-23,0.7818062437,0.8048184743,0.8048184743,0.7807394516,23688000
2011-05-24,0.7641279739,0.7956745416,0.7967413337,0.7621467885,23982000
2011-05-25,0.7842446258,0.7583368165,0.7921693674,0.7498024793,19098000
2011-05-26,0.8063424631,0.7816538448,0.811371626,0.7732719065,14706000
2011-05-27,0.8349934521,0.8223443452,0.8423085982,0.8223443452,19008000
2011-05-31,0.8724835761,0.8610536602,0.8724835761,0.847642559,15954000
2011-06-01,0.7933885584,0.8657780254,0.8657780254,0.7924741652,17838000
2011-06-02,0.7936933562,0.7946077495,0.8170103845,0.7810442493,16122000
2011-06-03,0.751478867,0.7685475413,0.78637821,0.7481413316,38124000
2011-06-06,0.7331910017,0.7476688951,0.7572547845,0.7316670129,18660000
2011-06-07,0.744011322,0.7557460356,0.7667187548,0.7437065242,14688000
2011-06-08,0.6993584508,0.7341053949,0.7342577938,0.6923481024,36198000
2011-06-09,0.7016444339,0.7017968328,0.7147507374,0.6898548567,25770000
2011-06-10,0.6676594842,0.6934148945,0.6967310941,0.6533339896,22752000
2011-06-13,0.6481524278,0.6679642819,0.6787846022,0.641599276,18828000
2011-06-14,0.6844233607,0.6708598606,0.6967524299,0.6708598606,15768000
2011-06-15,0.644190057,0.6693358718,0.6783121657,0.6428184671,13464000
2011-06-16,0.6223970174,0.6493716188,0.6495240177,0.6057611559,17418000
2011-06-17,0.5952700171,0.6443424558,0.6443424558,0.589035379,23820000
2011-06-20,0.5970988037,0.5916124441,0.6050235453,0.5887168654,18750000
2011-06-21,0.6420564727,0.6080715229,0.6451044502,0.5981655958,30174000
2011-06-22,0.6326077422,0.63291254,0.6508956076,0.6269689837,20856000
2011-06-23,0.6611063324,0.6095955117,0.6624779223,0.5977083992,41520000
2011-06-24,0.6138626802,0.6548579784,0.6548579784,0.6094431128,21660000
2011-06-27,0.6243782028,0.6138626802,0.6333697366,0.5958796127,15390000
2011-06-28,0.6481524278,0.6318457478,0.6487620233,0.6277309781,24696000
2011-06-29,0.6508956076,0.6539435851,0.6617159279,0.6359605175,16728000
2011-06-30,0.6979868609,0.655315175,0.704082816,0.655315175,30492000
2011-07-01,0.7435541254,0.7033208216,0.7467545018,0.6925157411,25212000
2011-07-05,0.7232850746,0.7395917545,0.7476688951,0.7124647543,15444000
2011-07-06,0.706521198,0.7158175296,0.7161101354,0.6889953271,10506000
2011-07-07,0.7482784906,0.7263330521,0.7604704008,0.7208466925,18822000
2011-07-08,0.7147507374,0.7194751026,0.7223706813,0.6914337091,16896000
2011-07-11,0.6780226078,0.7007300407,0.7196275015,0.6721171513,22608000
2011-07-12,0.6201110342,0.6576011582,0.6606491358,0.6103575061,46284000
2011-07-13,0.6135578825,0.6350461243,0.6431232648,0.606699933,27108000
2011-07-14,0.5859736856,0.6159962645,0.6380941018,0.5821637136,41184000
2011-07-15,0.5952395374,0.5978607981,0.5983179947,0.5737817754,24444000
2011-07-18,0.5696670057,0.5878024721,0.5947975806,0.5570788583,25644000
2011-07-19,0.6260545905,0.5876500732,0.6300169613,0.5876500732,31746000
2011-07-20,0.61797745,0.6414468771,0.6475428323,0.6065475341,21420000
2011-07-21,0.6348937254,0.6134054836,0.6385512985,0.5891893019,32058000
2011-07-22,0.677870209,0.6380941018,0.6842709618,0.6380941018,40338000
2011-07-25,0.6519623997,0.6577535571,0.6662147428,0.6380941018,17520000
2011-07-26,0.6682690797,0.6638495122,0.6911289113,0.6638495122,30282000
2011-07-27,0.5951176183,0.6464760401,0.6464760401,0.5910028486,54816000
2011-07-28,0.5906980508,0.5943556239,0.6217874219,0.5733245787,23532000
2011-07-29,0.5765249552,0.5596086797,0.5925268373,0.5510743425,33750000
2011-08-01,0.5751533653,0.6006039779,0.6092907139,0.5519887358,41922000
2011-08-02,0.5240997412,0.5621994606,0.5733245787,0.5219661569,44364000
2011-08-03,0.5407112188,0.5273001176,0.5449783874,0.4927055723,48840000
2011-08-04,0.4520150719,0.523032949,0.52425214,0.4475955044,70020000
2011-08-05,0.4190969143,0.465578572,0.4806660609,0.3828259813,60150000
2011-08-08,0.3535653968,0.373224852,0.4029426332,0.3488410316,42156000
2011-08-09,0.4011138467,0.3741392453,0.4023330377,0.338325509,49818000
2011-08-10,0.377034824,0.3881599421,0.4152869423,0.3593565541,35904000
2011-08-11,0.433117611,0.3930367061,0.4491194932,0.3904581171,29616000
